"datasetName","decimalLongitude","decimalLatitude","depth","scientificName"
"obis",-81.1389,24.6160667,12.2,"Stegastes variabilis"
"obis",-83.05207,24.67973,22.3,"Stegastes variabilis"
"obis",-80.15515,25.36835,8.1,"Stegastes variabilis"
"obis",-82.8106333,24.6567167,5.5,"Stegastes variabilis"
"obis",-83.0601833,24.5997833,24.1,"Stegastes variabilis"
"obis",-82.90162,24.70212,14,"Stegastes variabilis"
"obis",-81.7199333,24.4784834,10.7,"Stegastes variabilis"
"obis",-82.9999667,24.6676333,22.6,"Stegastes variabilis"
"obis",-81.7118833,24.4795667,9,"Stegastes variabilis"
"obis",-82.9280167,24.56855,12.2,"Stegastes variabilis"
"obis",-83.038033,24.686383,20.1,"Stegastes variabilis"
"obis",-81.1126332,24.6257167,6.4,"Stegastes variabilis"
"obis",-82.942667,24.639533,13.9,"Stegastes variabilis"
"obis",-82.90178,24.70585,15.6,"Stegastes variabilis"
"obis",-82.9287333,24.6131667,10.7,"Stegastes variabilis"
"obis",-83.05665,24.65367,14.6,"Stegastes variabilis"
"obis",-81.762333,24.473433,5.8,"Stegastes variabilis"
"obis",-80.6240999,24.8452167,6.7,"Stegastes variabilis"
"obis",-80.4627999,24.9900834,4.1,"Stegastes variabilis"
"obis",-83.098883,24.634067,21.9,"Stegastes variabilis"
"obis",-82.8172,24.7248667,19.2,"Stegastes variabilis"
"obis",-83.0278667,24.6232667,22,"Stegastes variabilis"
"obis",-83.080367,24.617817,14.9,"Stegastes variabilis"
"obis",-82.787133,24.64305,18.7,"Stegastes variabilis"
"obis",-83.0770167,24.6344167,16.2,"Stegastes variabilis"
"obis",-80.7508,24.7665333,8.8,"Stegastes variabilis"
"obis",-83.08705,24.65612,18.9,"Stegastes variabilis"
"obis",-80.7512333,24.7672834,5.2,"Stegastes variabilis"
"obis",-83.0337,24.6528,16.4,"Stegastes variabilis"
"obis",-80.164766,25.337581,9.1,"Stegastes variabilis"
"obis",-80.36684,25.01408,17.7,"Stegastes variabilis"
"obis",-82.8601,24.6390333,12.2,"Stegastes variabilis"
"obis",-81.63465,24.50125,6.6,"Stegastes variabilis"
"obis",-83.0209,24.7024333,29.4,"Stegastes variabilis"
"obis",-83.0556167,24.5999333,22.9,"Stegastes variabilis"
"obis",-83.0554167,24.6254833,14.8,"Stegastes variabilis"
"obis",-80.15643,25.41655,4.1,"Stegastes variabilis"
"obis",-82.840983,24.685933,8.4,"Stegastes variabilis"
"obis",-81.9322333,24.47805,10.2,"Stegastes variabilis"
"obis",-80.17622,25.37437,1.7,"Stegastes variabilis"
"obis",-82.8785667,24.6595333,4.7,"Stegastes variabilis"
"obis",-82.78527,24.65378,14,"Stegastes variabilis"
"obis",-80.3056833,25.1061833,7.8,"Stegastes variabilis"
"obis",-83.0853667,24.5982,27.1,"Stegastes variabilis"
"obis",-80.1051332,25.5694,5,"Stegastes variabilis"
"obis",-81.2316667,24.5883,16.5,"Stegastes variabilis"
"obis",-81.9245,24.44535,7.3,"Stegastes variabilis"
"obis",-82.93182,24.6319,6.1,"Stegastes variabilis"
"obis",-83.0179167,24.6780833,17.1,"Stegastes variabilis"
"obis",-83.02863,24.64929,20.9,"Stegastes variabilis"
"obis",-80.15,25.48667,3.6,"Stegastes variabilis"
"obis",-82.944,24.5993167,13.9,"Stegastes variabilis"
"obis",-82.96346,24.6121,14,"Stegastes variabilis"
"obis",-80.4118666,24.99015,6.3,"Stegastes variabilis"
"obis",-82.95693,24.64763,19.7,"Stegastes variabilis"
"obis",-82.9673,24.5786833,19.5,"Stegastes variabilis"
"obis",-81.65831,24.49254,8.7,"Stegastes variabilis"
"obis",-81.7060166,24.4952333,6.4,"Stegastes variabilis"
"obis",-82.9574667,24.60815,13.7,"Stegastes variabilis"
"obis",-81.8306666,24.4667834,6.4,"Stegastes variabilis"
"obis",-82.9386833,24.6496167,14,"Stegastes variabilis"
"obis",-82.922983,24.649817,9.6,"Stegastes variabilis"
"obis",-81.34445,24.56515,6.9,"Stegastes variabilis"
"obis",-83.0356333,24.6119333,26.2,"Stegastes variabilis"
"obis",-80.5576667,24.8821333,19.4,"Stegastes variabilis"
"obis",-80.160705,25.411119,5.9,"Stegastes variabilis"
"obis",-82.8564167,24.6392833,10.8,"Stegastes variabilis"
"obis",-82.8085167,24.7289333,19.1,"Stegastes variabilis"
"obis",-81.6382833,24.5304,4.7,"Stegastes variabilis"
"obis",-80.3720332,25.0385833,6.1,"Stegastes variabilis"
"obis",-81.90609,24.46389,11.3,"Stegastes variabilis"
"obis",-83.044517,24.687067,21.8,"Stegastes variabilis"
"obis",-81.8375,24.46483,4.1,"Stegastes variabilis"
"obis",-82.81835,24.71918,9.8,"Stegastes variabilis"
"obis",-81.56685,24.54378,5.7,"Stegastes variabilis"
"obis",-82.97679,24.57176,22.4,"Stegastes variabilis"
"obis",-80.1260167,25.4629,7.3,"Stegastes variabilis"
"obis",-82.885967,24.715083,15.4,"Stegastes variabilis"
"obis",-83.0238,24.65021,17.1,"Stegastes variabilis"
"obis",-80.9587833,24.6977,5,"Stegastes variabilis"
"obis",-80.150284,25.452613,4.6,"Stegastes variabilis"
"obis",-81.77905,24.46835,13.6,"Stegastes variabilis"
"obis",-81.87974,24.45171,5.6,"Stegastes variabilis"
"obis",-81.3841,24.56885,7.5,"Stegastes variabilis"
"obis",-81.69111,24.52546,6.4,"Stegastes variabilis"
"obis",-83.08423,24.60523,18,"Stegastes variabilis"
"obis",-82.996267,24.688367,20.7,"Stegastes variabilis"
"obis",-80.19788,25.31263,8.1,"Stegastes variabilis"
"obis",-80.9113667,24.6749,24.8,"Stegastes variabilis"
"obis",-82.82125,24.62248,13.7,"Stegastes variabilis"
"obis",-83.04425,24.684783,20.7,"Stegastes variabilis"
"obis",-80.27697,25.16326,5.5,"Stegastes variabilis"
"obis",-81.8785166,24.45145,7.9,"Stegastes variabilis"
"obis",-80.1473499,25.34545,9.1,"Stegastes variabilis"
"obis",-82.88472,24.68423,12.2,"Stegastes variabilis"
"obis",-82.9293667,24.6643833,16.5,"Stegastes variabilis"
"obis",-82.821983,24.72565,24,"Stegastes variabilis"
"obis",-80.134648,25.392244,3.8,"Stegastes variabilis"
"obis",-80.459883,24.95175,6.4,"Stegastes variabilis"
"obis",-81.6531499,24.5235167,6.4,"Stegastes variabilis"
"obis",-81.7059333,24.4793,15.2,"Stegastes variabilis"
"obis",-81.87547,24.45053,17.4,"Stegastes variabilis"
"obis",-80.1964333,25.4074333,3,"Stegastes variabilis"
"obis",-80.442233,24.967933,19.2,"Stegastes variabilis"
"obis",-81.9163,24.4564,7.3,"Stegastes variabilis"
"obis",-81.40833,24.54633,3.8,"Stegastes variabilis"
"obis",-80.7338499,24.7650834,16,"Stegastes variabilis"
"obis",-82.95605,24.5660667,20.4,"Stegastes variabilis"
"obis",-80.3374999,25.0429167,22.9,"Stegastes variabilis"
"obis",-82.92964,24.66704,19.4,"Stegastes variabilis"
"obis",-82.967233,24.601517,15.6,"Stegastes variabilis"
"obis",-82.8923,24.6707667,7.6,"Stegastes variabilis"
"obis",-83.06085,24.67848,18.6,"Stegastes variabilis"
"obis",-80.41755,25.0109333,4.7,"Stegastes variabilis"
"obis",-81.82467,24.47365,6.9,"Stegastes variabilis"
"obis",-80.1514332,25.4863167,4.7,"Stegastes variabilis"
"obis",-82.82305,24.7214333,14,"Stegastes variabilis"
"obis",-82.8449167,24.6425167,11.6,"Stegastes variabilis"
"obis",-83.01419,24.66104,19.2,"Stegastes variabilis"
"obis",-80.61754,24.90446,3.4,"Stegastes variabilis"
"obis",-80.2607167,25.20115,2.9,"Stegastes variabilis"
"obis",-82.9344167,24.6627167,19.5,"Stegastes variabilis"
"obis",-82.8801333,24.59425,8.4,"Stegastes variabilis"
"obis",-81.3770333,24.5535667,5.5,"Stegastes variabilis"
"obis",-82.7892,24.6485667,11.4,"Stegastes variabilis"
"obis",-80.18861,25.31441,5.3,"Stegastes variabilis"
"obis",-81.4388333,24.5783833,6.4,"Stegastes variabilis"
"obis",-82.929633,24.6668,20.1,"Stegastes variabilis"
"obis",-82.93891,24.64977,13.9,"Stegastes variabilis"
"obis",-80.15315,25.40595,5.8,"Stegastes variabilis"
"obis",-80.3362166,25.0450333,22.1,"Stegastes variabilis"
"obis",-80.1131333,25.5389333,6.9,"Stegastes variabilis"
"obis",-81.8270666,24.4650667,17.4,"Stegastes variabilis"
"obis",-81.3878166,24.5673667,5.9,"Stegastes variabilis"
"obis",-81.4668,24.5301333,7.8,"Stegastes variabilis"
"obis",-82.929633,24.666867,22.8,"Stegastes variabilis"
"obis",-82.89469,24.7162,22.3,"Stegastes variabilis"
"obis",-80.5866833,24.86575,9,"Stegastes variabilis"
"obis",-82.99505,24.687767,25,"Stegastes variabilis"
"obis",-82.86158,24.71158,15.2,"Stegastes variabilis"
"obis",-81.194,24.6168167,8.8,"Stegastes variabilis"
"obis",-83.0442667,24.6035,25.9,"Stegastes variabilis"
"obis",-80.1343332,25.4590834,4.4,"Stegastes variabilis"
"obis",-80.11295,25.5763667,4.9,"Stegastes variabilis"
"obis",-82.9038167,24.63125,17.4,"Stegastes variabilis"
"obis",-83.098067,24.610033,24,"Stegastes variabilis"
"obis",-82.9308167,24.6034833,18.3,"Stegastes variabilis"
"obis",-82.911967,24.69175,10.4,"Stegastes variabilis"
"obis",-81.6924,24.4851667,5.9,"Stegastes variabilis"
"obis",-82.87165,24.59925,16.2,"Stegastes variabilis"
"obis",-82.885967,24.674683,5.5,"Stegastes variabilis"
"obis",-83.03275,24.655333,16.2,"Stegastes variabilis"
"obis",-81.7232667,24.4881833,9.1,"Stegastes variabilis"
"obis",-81.579567,24.504983,22.6,"Stegastes variabilis"
"obis",-81.895417,24.447733,19.4,"Stegastes variabilis"
"obis",-83.05418,24.654,17.4,"Stegastes variabilis"
"obis",-82.947617,24.543917,19.7,"Stegastes variabilis"
"obis",-83.0052167,24.6603667,21.6,"Stegastes variabilis"
"obis",-83.1030333,24.6412,26.5,"Stegastes variabilis"
"obis",-81.746817,24.47745,8.2,"Stegastes variabilis"
"obis",-82.927683,24.617317,10.8,"Stegastes variabilis"
"obis",-82.87777,24.6641,8.7,"Stegastes variabilis"
"obis",-83.0661,24.68944,24.6,"Stegastes variabilis"
"obis",-80.9001333,24.752,6.1,"Stegastes variabilis"
"obis",-82.96312,24.5563,20.5,"Stegastes variabilis"
"obis",-80.2642667,25.18225,5.3,"Stegastes variabilis"
"obis",-81.8796166,24.4524,5.5,"Stegastes variabilis"
"obis",-82.9559667,24.54965,20.1,"Stegastes variabilis"
"obis",-82.8299,24.62207,12.2,"Stegastes variabilis"
"obis",-82.97695,24.71858,27.7,"Stegastes variabilis"
"obis",-81.44388,24.58481,7.6,"Stegastes variabilis"
"obis",-80.2352667,25.2275,3.1,"Stegastes variabilis"
"obis",-81.9519667,24.47365,10.4,"Stegastes variabilis"
"obis",-82.9243,24.636017,3.8,"Stegastes variabilis"
"obis",-82.858383,24.662917,9.8,"Stegastes variabilis"
"obis",-82.99313,24.67472,24.7,"Stegastes variabilis"
"obis",-82.8603667,24.62185,15.1,"Stegastes variabilis"
"obis",-81.577083,24.588017,3.4,"Stegastes variabilis"
"obis",-82.775067,24.660083,19.8,"Stegastes variabilis"
"obis",-82.8765,24.63373,4.6,"Stegastes variabilis"
"obis",-80.9625,24.6863,4,"Stegastes variabilis"
"obis",-82.925967,24.666167,15.9,"Stegastes variabilis"
"obis",-83.10203,24.64141,22.5,"Stegastes variabilis"
"obis",-82.8213167,24.68205,10.5,"Stegastes variabilis"
"obis",-81.83918,24.46389,4.1,"Stegastes variabilis"
"obis",-83.0309,24.632367,15.5,"Stegastes variabilis"
"obis",-82.9504667,24.6511167,14.8,"Stegastes variabilis"
"obis",-82.9506667,24.5672333,17.8,"Stegastes variabilis"
"obis",-82.923883,24.619917,12.8,"Stegastes variabilis"
"obis",-82.948883,24.6525,17.4,"Stegastes variabilis"
"obis",-82.9605333,24.61115,13.4,"Stegastes variabilis"
"obis",-82.83579,24.62984,8.8,"Stegastes variabilis"
"obis",-83.0575,24.61083,13.4,"Stegastes variabilis"
"obis",-81.6205,24.5398333,4.7,"Stegastes variabilis"
"obis",-82.83895,24.718917,11.7,"Stegastes variabilis"
"obis",-82.9387,24.65605,20,"Stegastes variabilis"
"obis",-82.829333,24.64085,8.2,"Stegastes variabilis"
"obis",-83.05538,24.67933,16.8,"Stegastes variabilis"
"obis",-80.5402,24.8952167,14.2,"Stegastes variabilis"
"obis",-82.9234333,24.6484667,8.4,"Stegastes variabilis"
"obis",-81.521967,24.5256,2.6,"Stegastes variabilis"
"obis",-80.2872,25.1552833,5.9,"Stegastes variabilis"
"obis",-82.984,24.680333,26.2,"Stegastes variabilis"
"obis",-83.0132167,24.6835167,16.3,"Stegastes variabilis"
"obis",-82.99435,24.71545,21.8,"Stegastes variabilis"
"obis",-81.8576833,24.4543334,7.3,"Stegastes variabilis"
"obis",-82.9349167,24.6615167,18.6,"Stegastes variabilis"
"obis",-80.47948,24.94394,3.7,"Stegastes variabilis"
"obis",-80.25883,25.14483,5.8,"Stegastes variabilis"
"obis",-82.8708333,24.5972833,8.4,"Stegastes variabilis"
"obis",-81.9395333,24.4496,9.3,"Stegastes variabilis"
"obis",-81.7135666,24.5504667,2.9,"Stegastes variabilis"
"obis",-80.3176499,25.0770167,8.5,"Stegastes variabilis"
"obis",-81.0757167,24.6366333,6.9,"Stegastes variabilis"
"obis",-81.8580499,24.4544167,5.2,"Stegastes variabilis"
"obis",-80.1033332,25.5566667,9,"Stegastes variabilis"
"obis",-81.7243166,24.4774167,13.4,"Stegastes variabilis"
"obis",-81.8316833,24.46635,6.4,"Stegastes variabilis"
"obis",-82.8336333,24.6874833,5.8,"Stegastes variabilis"
"obis",-80.1760666,25.3663167,5.3,"Stegastes variabilis"
"obis",-83.03879,24.63638,17.2,"Stegastes variabilis"
"obis",-82.9297,24.659,14,"Stegastes variabilis"
"obis",-83.0420667,24.63875,18,"Stegastes variabilis"
"obis",-83.026517,24.65665,17.4,"Stegastes variabilis"
"obis",-80.28683,25.2165,2,"Stegastes variabilis"
"obis",-82.8885167,24.6733667,4.6,"Stegastes variabilis"
"obis",-82.9933167,24.6059667,22.1,"Stegastes variabilis"
"obis",-82.90621,24.70901,17.1,"Stegastes variabilis"
"obis",-81.6686999,24.55995,2.1,"Stegastes variabilis"
"obis",-80.7799667,24.7532,7.3,"Stegastes variabilis"
"obis",-80.1842666,25.3496,4.3,"Stegastes variabilis"
"obis",-82.851267,24.721467,14.6,"Stegastes variabilis"
"obis",-80.2021,25.22525,20,"Stegastes variabilis"
"obis",-82.898233,24.641733,3.9,"Stegastes variabilis"
"obis",-83.0734833,24.6653167,15.9,"Stegastes variabilis"
"obis",-83.05277,24.70534,25,"Stegastes variabilis"
"obis",-82.93565,24.57984,16,"Stegastes variabilis"
"obis",-83.0767667,24.6455833,15.1,"Stegastes variabilis"
"obis",-80.1484666,25.4783167,4.3,"Stegastes variabilis"
"obis",-82.80542,24.71759,13.1,"Stegastes variabilis"
"obis",-81.70565,24.4851833,2.3,"Stegastes variabilis"
"obis",-80.3189667,25.0663833,23.6,"Stegastes variabilis"
"obis",-80.154,25.44195,2.9,"Stegastes variabilis"
"obis",-82.81369,24.72397,17.7,"Stegastes variabilis"
"obis",-82.7829333,24.6807833,11.3,"Stegastes variabilis"
"obis",-80.2768667,25.1156,21.6,"Stegastes variabilis"
"obis",-80.20229,25.28687,9.3,"Stegastes variabilis"
"obis",-81.90525,24.4461,16.8,"Stegastes variabilis"
"obis",-82.91555,24.70645,18.6,"Stegastes variabilis"
"obis",-82.956483,24.564517,21.3,"Stegastes variabilis"
"obis",-80.503467,24.94635,5,"Stegastes variabilis"
"obis",-83.00895,24.68685,16.8,"Stegastes variabilis"
"obis",-82.9916667,24.6848667,25.3,"Stegastes variabilis"
"obis",-83.03242,24.68707,22.3,"Stegastes variabilis"
"obis",-80.2978499,25.1251167,5.8,"Stegastes variabilis"
"obis",-81.6994999,24.4866834,6.9,"Stegastes variabilis"
"obis",-82.79685,24.709783,5.7,"Stegastes variabilis"
"obis",-81.51833,24.52317,14.6,"Stegastes variabilis"
"obis",-82.952483,24.565117,20,"Stegastes variabilis"
"obis",-81.0711166,24.6669834,2.9,"Stegastes variabilis"
"obis",-80.3359,25.12645,3.7,"Stegastes variabilis"
"obis",-83.0492167,24.7086167,25.1,"Stegastes variabilis"
"obis",-80.9854,24.6715833,5.8,"Stegastes variabilis"
"obis",-82.8930167,24.6658167,7.6,"Stegastes variabilis"
"obis",-80.2616833,25.1578,15.2,"Stegastes variabilis"
"obis",-82.81432,24.72439,17.8,"Stegastes variabilis"
"obis",-80.1509667,25.3685167,10.4,"Stegastes variabilis"
"obis",-80.96508,24.70071,7.6,"Stegastes variabilis"
"obis",-80.7527166,24.7656,9.5,"Stegastes variabilis"
"obis",-82.9467,24.5989667,14.8,"Stegastes variabilis"
"obis",-80.27983,25.215,2.3,"Stegastes variabilis"
"obis",-80.61691,24.90443,3.5,"Stegastes variabilis"
"obis",-81.0918833,24.6306833,8.1,"Stegastes variabilis"
"obis",-82.7933,24.6381,12.3,"Stegastes variabilis"
"obis",-82.8937667,24.6286167,7,"Stegastes variabilis"
"obis",-82.8735,24.5918667,12.5,"Stegastes variabilis"
"obis",-80.5525332,24.9494667,3.5,"Stegastes variabilis"
"obis",-83.1012,24.6331333,22.9,"Stegastes variabilis"
"obis",-83.0646,24.6059833,14.8,"Stegastes variabilis"
"obis",-81.2175,24.5925,14,"Stegastes variabilis"
"obis",-80.29535,25.13005,5.2,"Stegastes variabilis"
"obis",-82.8430333,24.6563167,14.9,"Stegastes variabilis"
"obis",-81.40618,24.54566,7.2,"Stegastes variabilis"
"obis",-83.010183,24.6677,18.3,"Stegastes variabilis"
"obis",-82.9902,24.7158833,16.3,"Stegastes variabilis"
"obis",-83.0205667,24.63875,23.6,"Stegastes variabilis"
"obis",-80.3436999,25.1034167,2.3,"Stegastes variabilis"
"obis",-81.94332,24.47862,6.7,"Stegastes variabilis"
"obis",-81.3946167,24.5652833,6.9,"Stegastes variabilis"
"obis",-81.4104499,24.54695,4.1,"Stegastes variabilis"
"obis",-81.2969832,24.56915,20.7,"Stegastes variabilis"
"obis",-81.805,24.4701,9.6,"Stegastes variabilis"
"obis",-82.8312,24.72261,18.8,"Stegastes variabilis"
"obis",-82.8349667,24.6241833,14,"Stegastes variabilis"
"obis",-80.65693,24.81783,18,"Stegastes variabilis"
"obis",-82.821083,24.722783,15.2,"Stegastes variabilis"
"obis",-80.1483832,25.4862834,3.3,"Stegastes variabilis"
"obis",-81.1891333,24.6182,8.2,"Stegastes variabilis"
"obis",-81.6107999,24.5179334,6.6,"Stegastes variabilis"
"obis",-80.09277,25.616786,11.6,"Stegastes variabilis"
"obis",-82.83992,24.63057,10.4,"Stegastes variabilis"
"obis",-80.2465999,25.2667,3.1,"Stegastes variabilis"
"obis",-81.6214333,24.50465,4,"Stegastes variabilis"
"obis",-82.9626667,24.5558167,20.4,"Stegastes variabilis"
"obis",-80.09045,25.60466,21.2,"Stegastes variabilis"
"obis",-82.9054833,24.58985,8.5,"Stegastes variabilis"
"obis",-80.21617,25.22686,6.7,"Stegastes variabilis"
"obis",-83.01419,24.66104,21.5,"Stegastes variabilis"
"obis",-82.94875,24.624767,4.8,"Stegastes variabilis"
"obis",-82.7761333,24.66105,13,"Stegastes variabilis"
"obis",-83.0329667,24.6813,18.4,"Stegastes variabilis"
"obis",-80.9882333,24.6628,10.5,"Stegastes variabilis"
"obis",-81.5238832,24.5219834,6.7,"Stegastes variabilis"
"obis",-82.96876,24.63096,23.2,"Stegastes variabilis"
"obis",-82.85932,24.71788,13.4,"Stegastes variabilis"
"obis",-81.0759667,24.6305667,21.5,"Stegastes variabilis"
"obis",-80.976333,24.691567,6.9,"Stegastes variabilis"
"obis",-81.9441333,24.4418,14.5,"Stegastes variabilis"
"obis",-81.394,24.615,2.7,"Stegastes variabilis"
"obis",-81.2128,24.5984,8.1,"Stegastes variabilis"
"obis",-82.98485,24.604217,18.5,"Stegastes variabilis"
"obis",-81.11195,24.6285,2.7,"Stegastes variabilis"
"obis",-80.1297289,25.3932169,18.9,"Stegastes variabilis"
"obis",-80.2068167,25.2827,4.4,"Stegastes variabilis"
"obis",-82.92663,24.61531,8.5,"Stegastes variabilis"
"obis",-82.8993667,24.5871833,6.4,"Stegastes variabilis"
"obis",-81.6265666,24.5339667,5,"Stegastes variabilis"
"obis",-82.93718,24.66093,20.7,"Stegastes variabilis"
"obis",-82.845567,24.6548,4.6,"Stegastes variabilis"
"obis",-80.16445,25.3273,11,"Stegastes variabilis"
"obis",-81.0188833,24.6602667,5.8,"Stegastes variabilis"
"obis",-81.5915332,24.5816833,1.8,"Stegastes variabilis"
"obis",-81.40833,24.54633,6.5,"Stegastes variabilis"
"obis",-81.7271,24.4812333,8.5,"Stegastes variabilis"
"obis",-82.774,24.66352,18,"Stegastes variabilis"
"obis",-80.5809,24.8708333,7.9,"Stegastes variabilis"
"obis",-81.5061167,24.5608833,6.4,"Stegastes variabilis"
"obis",-80.16833,25.46333,3.4,"Stegastes variabilis"
"obis",-83.0300833,24.7082833,28.5,"Stegastes variabilis"
"obis",-81.1907166,24.6061667,8.5,"Stegastes variabilis"
"obis",-80.68275,24.8093667,7.9,"Stegastes variabilis"
"obis",-81.3936,24.564383,8.5,"Stegastes variabilis"
"obis",-82.9308833,24.6428333,9.4,"Stegastes variabilis"
"obis",-81.2307,24.586817,23,"Stegastes variabilis"
"obis",-81.81458,24.46979,9.1,"Stegastes variabilis"
"obis",-83.0074333,24.7077667,30.2,"Stegastes variabilis"
"obis",-81.7070332,24.5055833,4.7,"Stegastes variabilis"
"obis",-80.3591999,25.1434833,2.3,"Stegastes variabilis"
"obis",-81.57552,24.52335,5,"Stegastes variabilis"
"obis",-80.1043,25.60655,6.6,"Stegastes variabilis"
"obis",-80.3457833,25.0343667,19.8,"Stegastes variabilis"
"obis",-82.9086833,24.6306167,11.6,"Stegastes variabilis"
"obis",-80.26805,25.2171,3,"Stegastes variabilis"
"obis",-82.814683,24.7255,18.7,"Stegastes variabilis"
"obis",-80.2182166,25.20935,7.5,"Stegastes variabilis"
"obis",-82.93158,24.6623,16,"Stegastes variabilis"
"obis",-81.6576666,24.4935167,4.9,"Stegastes variabilis"
"obis",-81.5140833,24.5231167,7.5,"Stegastes variabilis"
"obis",-81.75898,24.47228,11.4,"Stegastes variabilis"
"obis",-80.6215,24.85217,5.5,"Stegastes variabilis"
"obis",-83.06533,24.68117,21.2,"Stegastes variabilis"
"obis",-82.8855833,24.63215,11.1,"Stegastes variabilis"
"obis",-82.914567,24.682883,12.7,"Stegastes variabilis"
"obis",-80.1719234,25.4560726,3.7,"Stegastes variabilis"
"obis",-80.32152,25.13239,5.7,"Stegastes variabilis"
"obis",-80.4173499,24.9838167,5.8,"Stegastes variabilis"
"obis",-82.823033,24.723517,19.1,"Stegastes variabilis"
"obis",-83.01337,24.701,29,"Stegastes variabilis"
"obis",-80.9851333,24.6715667,5.8,"Stegastes variabilis"
"obis",-82.97746,24.56734,24.1,"Stegastes variabilis"
"obis",-83.0872,24.634733,16.3,"Stegastes variabilis"
"obis",-82.9426833,24.6387,14.9,"Stegastes variabilis"
"obis",-80.2128333,25.2067,13.9,"Stegastes variabilis"
"obis",-82.9908667,24.66655,26.8,"Stegastes variabilis"
"obis",-80.3216166,25.0636833,16.5,"Stegastes variabilis"
"obis",-83.04986,24.58152,27.3,"Stegastes variabilis"
"obis",-81.9568333,24.4774167,7.6,"Stegastes variabilis"
"obis",-82.89863,24.64187,5.2,"Stegastes variabilis"
"obis",-80.33115,25.137,4.3,"Stegastes variabilis"
"obis",-82.97634,24.57244,19.4,"Stegastes variabilis"
"obis",-80.1085332,25.5977167,5.2,"Stegastes variabilis"
"obis",-81.2456499,24.5864,11.9,"Stegastes variabilis"
"obis",-82.910683,24.673033,8.2,"Stegastes variabilis"
"obis",-82.81659,24.71884,9.9,"Stegastes variabilis"
"obis",-82.9686167,24.6386833,22.4,"Stegastes variabilis"
"obis",-81.8811999,24.48295,4.3,"Stegastes variabilis"
"obis",-83.100317,24.622183,23.9,"Stegastes variabilis"
"obis",-82.95468,24.60458,14.3,"Stegastes variabilis"
"obis",-80.3766167,25.0109,2.7,"Stegastes variabilis"
"obis",-82.99155,24.6774333,25.5,"Stegastes variabilis"
"obis",-81.0693667,24.6667167,6.6,"Stegastes variabilis"
"obis",-81.4091666,24.5430834,14.6,"Stegastes variabilis"
"obis",-82.810333,24.724033,16.8,"Stegastes variabilis"
"obis",-83.0443333,24.6900833,23,"Stegastes variabilis"
"obis",-83.08395,24.62,20,"Stegastes variabilis"
"obis",-80.5073999,24.9200834,7.8,"Stegastes variabilis"
"obis",-81.43336,24.55319,7.2,"Stegastes variabilis"
"obis",-80.187612,25.362898,3.4,"Stegastes variabilis"
"obis",-82.90752,24.6868,14.8,"Stegastes variabilis"
"obis",-77.3566666,8.6721666,10.5,"Stegastes variabilis"
"obis",-83.0804833,24.6179,16,"Stegastes variabilis"
"obis",-81.6992833,24.4815333,13.1,"Stegastes variabilis"
"obis",-80.57705,24.8906833,4,"Stegastes variabilis"
"obis",-82.80737,24.7134,8.2,"Stegastes variabilis"
"obis",-81.3513833,24.5560833,19.7,"Stegastes variabilis"
"obis",-82.9086667,24.6526333,7.8,"Stegastes variabilis"
"obis",-80.1786666,25.35105,3.8,"Stegastes variabilis"
"obis",-82.8786667,24.6592833,7.5,"Stegastes variabilis"
"obis",-80.368,25.04426,4.2,"Stegastes variabilis"
"obis",-82.90277,24.60734,9,"Stegastes variabilis"
"obis",-80.22,25.211,4.1,"Stegastes variabilis"
"obis",-80.4581,24.95333,6.6,"Stegastes variabilis"
"obis",-81.6036167,24.5167833,7.2,"Stegastes variabilis"
"obis",-82.935217,24.661267,20,"Stegastes variabilis"
"obis",-83.06645,24.6145,16.8,"Stegastes variabilis"
"obis",-81.61491,24.5029,9.9,"Stegastes variabilis"
"obis",-82.9466,24.57239,18.5,"Stegastes variabilis"
"obis",-83.0471,24.70943,25,"Stegastes variabilis"
"obis",-82.907517,24.63405,11.4,"Stegastes variabilis"
"obis",-81.4038167,24.5494667,1.7,"Stegastes variabilis"
"obis",-80.18333,25.31833,5.5,"Stegastes variabilis"
"obis",-81.55968,24.51085,13,"Stegastes variabilis"
"obis",-81.0628166,24.6370667,15.9,"Stegastes variabilis"
"obis",-82.8166333,24.7252667,21.3,"Stegastes variabilis"
"obis",-81.0414332,24.6877834,3.8,"Stegastes variabilis"
"obis",-80.4113666,24.9871501,3.1,"Stegastes variabilis"
"obis",-83.10295,24.6424,23.9,"Stegastes variabilis"
"obis",-82.95522,24.65252,17.7,"Stegastes variabilis"
"obis",-83.01753,24.68021,18.1,"Stegastes variabilis"
"obis",-82.77736,24.72848,27.9,"Stegastes variabilis"
"obis",-81.57705,24.5052,24.8,"Stegastes variabilis"
"obis",-82.9168167,24.6596333,5.2,"Stegastes variabilis"
"obis",-82.98194,24.60221,15.5,"Stegastes variabilis"
"obis",-82.9472667,24.5879833,14.6,"Stegastes variabilis"
"obis",-81.8793333,24.4518333,4.4,"Stegastes variabilis"
"obis",-83.07768,24.68062,19.1,"Stegastes variabilis"
"obis",-80.3041333,25.1077,5.2,"Stegastes variabilis"
"obis",-80.0930832,25.6727167,9.3,"Stegastes variabilis"
"obis",-82.86125,24.70163,8.4,"Stegastes variabilis"
"obis",-83.05685,24.6182167,15.4,"Stegastes variabilis"
"obis",-83.0279,24.6209667,23.3,"Stegastes variabilis"
"obis",-81.1104499,24.6231667,15.5,"Stegastes variabilis"
"obis",-80.0929333,25.6392,12.2,"Stegastes variabilis"
