"datasetName","decimalLongitude","decimalLatitude","depth","scientificName"
"obis",-82.87087,24.59766,9.1,"Stegastes variabilis"
"obis",-83.05581,24.61728,15.6,"Stegastes variabilis"
"obis",-83.01435,24.6398167,31.1,"Stegastes variabilis"
"obis",-82.9296167,24.6104833,10.5,"Stegastes variabilis"
"obis",-81.2071499,24.6017167,7.6,"Stegastes variabilis"
"obis",-81.8270666,24.4650667,17.2,"Stegastes variabilis"
"obis",-81.7531167,24.4720833,15.5,"Stegastes variabilis"
"obis",-82.92491,24.69669,16.5,"Stegastes variabilis"
"obis",-80.22348,25.20758,13.4,"Stegastes variabilis"
"obis",-81.9020833,24.4745834,9.1,"Stegastes variabilis"
"obis",-80.37475,25.0285333,9,"Stegastes variabilis"
"obis",-83.056883,24.698083,22.7,"Stegastes variabilis"
"obis",-81.69075,24.552217,2.9,"Stegastes variabilis"
"obis",-82.8560167,24.6336333,12.8,"Stegastes variabilis"
"obis",-81.50258,24.56262,5.8,"Stegastes variabilis"
"obis",-82.9142,24.5731833,13.9,"Stegastes variabilis"
"obis",-81.5423499,24.5163667,9.5,"Stegastes variabilis"
"obis",-80.21167,25.22483,7.3,"Stegastes variabilis"
"obis",-80.4080499,25.0126167,5.3,"Stegastes variabilis"
"obis",-83.0330333,24.6084167,30.5,"Stegastes variabilis"
"obis",-83.08615,24.6507667,17.7,"Stegastes variabilis"
"obis",-81.3802999,24.6184667,2.4,"Stegastes variabilis"
"obis",-81.9156833,24.4578667,7.6,"Stegastes variabilis"
"obis",-82.8992,24.5874,7.9,"Stegastes variabilis"
"obis",-80.3795,25.0725,3.4,"Stegastes variabilis"
"obis",-82.93357,24.60303,13.4,"Stegastes variabilis"
"obis",-80.81755,24.73163,7.5,"Stegastes variabilis"
"obis",-80.21167,25.22483,13.9,"Stegastes variabilis"
"obis",-82.8523667,24.7064833,5.8,"Stegastes variabilis"
"obis",-83.00791,24.68947,25.8,"Stegastes variabilis"
"obis",-81.859967,24.45305,14.3,"Stegastes variabilis"
"obis",-81.9244999,24.4453834,5.5,"Stegastes variabilis"
"obis",-83.05805,24.6784,18.3,"Stegastes variabilis"
"obis",-82.88745,24.71295,14.9,"Stegastes variabilis"
"obis",-81.1922,24.5984667,16.5,"Stegastes variabilis"
"obis",-80.9259667,24.7210333,6.6,"Stegastes variabilis"
"obis",-83.06005,24.67795,20.4,"Stegastes variabilis"
"obis",-82.90865,24.6305667,11.4,"Stegastes variabilis"
"obis",-82.8184,24.62425,20.3,"Stegastes variabilis"
"obis",-80.964133,24.7021,5.3,"Stegastes variabilis"
"obis",-80.292283,25.132483,8.2,"Stegastes variabilis"
"obis",-80.20349,25.26553,10.1,"Stegastes variabilis"
"obis",-81.8155999,24.4648334,19.8,"Stegastes variabilis"
"obis",-81.5615666,24.5125667,9,"Stegastes variabilis"
"obis",-81.8436833,24.4871167,6.9,"Stegastes variabilis"
"obis",-82.96069,24.64911,18.4,"Stegastes variabilis"
"obis",-80.9656666,24.68495,4.1,"Stegastes variabilis"
"obis",-82.9757333,24.5707333,20.1,"Stegastes variabilis"
"obis",-82.9315,24.66242,15.9,"Stegastes variabilis"
"obis",-82.841433,24.65405,8.2,"Stegastes variabilis"
"obis",-80.1492999,25.4513167,3.1,"Stegastes variabilis"
"obis",-83.0536167,24.6371333,13.3,"Stegastes variabilis"
"obis",-81.6755,24.48783,5.2,"Stegastes variabilis"
"obis",-81.6569332,24.4942334,4.3,"Stegastes variabilis"
"obis",-82.9038167,24.63125,10.8,"Stegastes variabilis"
"obis",-80.7266666,24.7694501,15.1,"Stegastes variabilis"
"obis",-82.89005,24.6137333,10.1,"Stegastes variabilis"
"obis",-83.0780667,24.6452833,14.8,"Stegastes variabilis"
"obis",-82.964767,24.610633,14.5,"Stegastes variabilis"
"obis",-82.96232,24.60742,10.6,"Stegastes variabilis"
"obis",-82.96125,24.55768,20.4,"Stegastes variabilis"
"obis",-80.17269,25.3478,6.9,"Stegastes variabilis"
"obis",-81.71367,24.4935,6.1,"Stegastes variabilis"
"obis",-83.02555,24.7039667,29,"Stegastes variabilis"
"obis",-80.15602,25.36532,7.9,"Stegastes variabilis"
"obis",-82.7832,24.6486833,16.5,"Stegastes variabilis"
"obis",-82.95357,24.56482,21.6,"Stegastes variabilis"
"obis",-83.09575,24.66322,19.4,"Stegastes variabilis"
"obis",-83.05065,24.6871167,20.7,"Stegastes variabilis"
"obis",-82.8406,24.72212,14.6,"Stegastes variabilis"
"obis",-82.96605,24.6434,23.4,"Stegastes variabilis"
"obis",-81.5022499,24.5612501,4.9,"Stegastes variabilis"
"obis",-80.9308833,24.71605,7,"Stegastes variabilis"
"obis",-80.1573167,25.4625833,2.9,"Stegastes variabilis"
"obis",-83.05567,24.67876,18,"Stegastes variabilis"
"obis",-82.828317,24.629883,6.5,"Stegastes variabilis"
"obis",-81.7188333,24.47905,9.5,"Stegastes variabilis"
"obis",-81.8760666,24.4595,5.9,"Stegastes variabilis"
"obis",-82.94632,24.58861,13.7,"Stegastes variabilis"
"obis",-83.05252,24.70538,25.3,"Stegastes variabilis"
"obis",-82.89625,24.60345,3.8,"Stegastes variabilis"
"obis",-82.9047,24.7088333,16.3,"Stegastes variabilis"
"obis",-80.95958,24.71743,7.5,"Stegastes variabilis"
"obis",-81.3807166,24.6192667,2.6,"Stegastes variabilis"
"obis",-82.9880333,24.7143667,16.9,"Stegastes variabilis"
"obis",-80.127166,25.428507,2.9,"Stegastes variabilis"
"obis",-83.013717,24.67925,15.4,"Stegastes variabilis"
"obis",-81.7096,24.50685,7.9,"Stegastes variabilis"
"obis",-81.776,24.54367,2.6,"Stegastes variabilis"
"obis",-82.8271,24.64155,5.9,"Stegastes variabilis"
"obis",-82.9680333,24.6143667,14.6,"Stegastes variabilis"
"obis",-82.9276833,24.6690833,16.5,"Stegastes variabilis"
"obis",-75.7853889,9.7774167,5,"Stegastes variabilis"
"obis",-82.8436833,24.6862167,6.4,"Stegastes variabilis"
"obis",-82.8858833,24.6321,11.1,"Stegastes variabilis"
"obis",-82.86165,24.62233,10.7,"Stegastes variabilis"
"obis",-80.53071,24.90708,7,"Stegastes variabilis"
"obis",-82.9619833,24.6417167,21,"Stegastes variabilis"
"obis",-81.3015167,24.5788667,8.8,"Stegastes variabilis"
"obis",-81.8763333,24.4523334,5.3,"Stegastes variabilis"
"obis",-83.07155,24.6559,17.4,"Stegastes variabilis"
"obis",-83.04138,24.71158,24.7,"Stegastes variabilis"
"obis",-82.794933,24.733617,18.6,"Stegastes variabilis"
"obis",-82.96488,24.59579,13,"Stegastes variabilis"
"obis",-82.7888167,24.7363833,23,"Stegastes variabilis"
"obis",-80.6163166,24.9011834,3.5,"Stegastes variabilis"
"obis",-82.80703,24.72307,14.9,"Stegastes variabilis"
"obis",-82.90749,24.68691,10,"Stegastes variabilis"
"obis",-83.06175,24.68192,23.5,"Stegastes variabilis"
"obis",-82.96698,24.64062,19.7,"Stegastes variabilis"
"obis",-81.3387833,24.5656833,7.3,"Stegastes variabilis"
"obis",-82.83393,24.62479,10.7,"Stegastes variabilis"
"obis",-82.7780667,24.6541,20.6,"Stegastes variabilis"
"obis",-82.80505,24.71103,4.9,"Stegastes variabilis"
"obis",-80.16675,25.36238,4.4,"Stegastes variabilis"
"obis",-82.9093667,24.5887667,11,"Stegastes variabilis"
"obis",-80.1266166,25.4582,9.5,"Stegastes variabilis"
"obis",-81.5798333,24.5058667,14,"Stegastes variabilis"
"obis",-82.8461,24.72183,13.7,"Stegastes variabilis"
"obis",-80.0952833,25.6394,9.4,"Stegastes variabilis"
"obis",-81.67283,24.50267,5,"Stegastes variabilis"
"obis",-82.97632,24.57258,18.5,"Stegastes variabilis"
"obis",-82.9284,24.55088,16.6,"Stegastes variabilis"
"obis",-80.3785833,25.0054833,14.9,"Stegastes variabilis"
"obis",-82.88107,24.59177,14.6,"Stegastes variabilis"
"obis",-82.870183,24.69735,11.3,"Stegastes variabilis"
"obis",-82.8707333,24.7201,16.3,"Stegastes variabilis"
"obis",-82.87285,24.7193,14.6,"Stegastes variabilis"
"obis",-80.2315667,25.2752667,3.7,"Stegastes variabilis"
"obis",-80.4543499,24.9509667,13.6,"Stegastes variabilis"
"obis",-80.2688667,25.1528667,8.5,"Stegastes variabilis"
"obis",-82.7914667,24.7130667,12.3,"Stegastes variabilis"
"obis",-80.0951,25.5844333,8.2,"Stegastes variabilis"
"obis",-82.912217,24.68315,11,"Stegastes variabilis"
"obis",-82.88095,24.718667,15.5,"Stegastes variabilis"
"obis",-80.11388,25.57761,5.2,"Stegastes variabilis"
"obis",-80.1810832,25.3323167,4.9,"Stegastes variabilis"
"obis",-82.840583,24.690183,10.5,"Stegastes variabilis"
"obis",-81.8358167,24.4642833,7.2,"Stegastes variabilis"
"obis",-82.8098833,24.6368167,6.3,"Stegastes variabilis"
"obis",-80.3640833,25.0302833,9,"Stegastes variabilis"
"obis",-82.99842,24.68158,21,"Stegastes variabilis"
"obis",-82.9033,24.63263,11,"Stegastes variabilis"
"obis",-80.5060666,24.9239501,6.7,"Stegastes variabilis"
"obis",-81.10515,24.62415,14.2,"Stegastes variabilis"
"obis",-82.8181833,24.6320167,9.1,"Stegastes variabilis"
"obis",-80.9870833,24.6656167,6.4,"Stegastes variabilis"
"obis",-82.96397,24.60648,14.7,"Stegastes variabilis"
"obis",-82.9054,24.5899667,8.7,"Stegastes variabilis"
"obis",-82.785417,24.715217,14,"Stegastes variabilis"
"obis",-80.4509499,24.9534667,18.3,"Stegastes variabilis"
"obis",-82.99065,24.716267,17,"Stegastes variabilis"
"obis",-83.07606,24.66284,19.1,"Stegastes variabilis"
"obis",-82.8461333,24.72315,21.3,"Stegastes variabilis"
"obis",-82.8133833,24.63945,7.9,"Stegastes variabilis"
"obis",-83.08665,24.63175,16.2,"Stegastes variabilis"
"obis",-80.5765333,24.8761667,7.8,"Stegastes variabilis"
"obis",-81.8999833,24.4469333,17.1,"Stegastes variabilis"
"obis",-80.9517,24.67689,7.6,"Stegastes variabilis"
"obis",-82.918,24.67437,12.2,"Stegastes variabilis"
"obis",-82.94043,24.6391,14,"Stegastes variabilis"
"obis",-82.8241167,24.6324,8.7,"Stegastes variabilis"
"obis",-80.2105667,25.285,7.6,"Stegastes variabilis"
"obis",-80.4248666,24.97795,5.5,"Stegastes variabilis"
"obis",-82.8942,24.58913,11.9,"Stegastes variabilis"
"obis",-82.948717,24.624617,5.7,"Stegastes variabilis"
"obis",-80.3795,25.0725,2.7,"Stegastes variabilis"
"obis",-82.88855,24.6168,9,"Stegastes variabilis"
"obis",-82.97454,24.57847,17.8,"Stegastes variabilis"
"obis",-82.86862,24.65709,9,"Stegastes variabilis"
"obis",-80.1762999,25.4438834,2.1,"Stegastes variabilis"
"obis",-82.860833,24.716283,13.4,"Stegastes variabilis"
"obis",-80.1736,25.3435,7.8,"Stegastes variabilis"
"obis",-82.79055,24.7232667,13.6,"Stegastes variabilis"
"obis",-80.3428833,25.1156667,8.2,"Stegastes variabilis"
"obis",-82.88503,24.6875,8.1,"Stegastes variabilis"
"obis",-82.85545,24.62691,12.2,"Stegastes variabilis"
"obis",-80.3681667,25.0169,8.1,"Stegastes variabilis"
"obis",-80.62366,24.84797,3.7,"Stegastes variabilis"
"obis",-82.98645,24.7231,25,"Stegastes variabilis"
"obis",-80.1617832,25.3587,8.7,"Stegastes variabilis"
"obis",-81.94131,24.5141,4.7,"Stegastes variabilis"
"obis",-80.3905999,25.0735333,2.6,"Stegastes variabilis"
"obis",-82.9224,24.5827,10,"Stegastes variabilis"
"obis",-80.2641166,25.1592833,9.3,"Stegastes variabilis"
"obis",-82.84295,24.6563667,13.4,"Stegastes variabilis"
"obis",-81.482333,24.5291,17.1,"Stegastes variabilis"
"obis",-80.15167,25.41,2.1,"Stegastes variabilis"
"obis",-82.9553667,24.6060333,11.9,"Stegastes variabilis"
"obis",-81.6096666,24.5068334,9.4,"Stegastes variabilis"
"obis",-81.0695167,24.6667833,5.8,"Stegastes variabilis"
"obis",-82.8439167,24.7229,18.1,"Stegastes variabilis"
"obis",-80.13677,25.53075,6.6,"Stegastes variabilis"
"obis",-81.2451667,24.5909833,10.7,"Stegastes variabilis"
"obis",-81.08835,24.6333,4.4,"Stegastes variabilis"
"obis",-81.664,24.49133,6.8,"Stegastes variabilis"
"obis",-82.829133,24.721917,14.9,"Stegastes variabilis"
"obis",-81.10843,24.62357,13.9,"Stegastes variabilis"
"obis",-83.0680833,24.6735833,20.1,"Stegastes variabilis"
"obis",-82.8179333,24.6701667,6.3,"Stegastes variabilis"
"obis",-80.5057666,24.9218667,8.5,"Stegastes variabilis"
"obis",-81.4088332,24.5446667,6.6,"Stegastes variabilis"
"obis",-80.1533999,25.4706333,5.3,"Stegastes variabilis"
"obis",-82.92955,24.659017,14,"Stegastes variabilis"
"obis",-83.02445,24.653383,16.6,"Stegastes variabilis"
"obis",-82.8252,24.63425,5.6,"Stegastes variabilis"
"obis",-81.94944,24.44741,9.8,"Stegastes variabilis"
"obis",-83.06397,24.66847,18,"Stegastes variabilis"
"obis",-80.3551666,25.0438667,4.9,"Stegastes variabilis"
"obis",-82.8701833,24.6121333,12.8,"Stegastes variabilis"
"obis",-80.29535,25.13005,5,"Stegastes variabilis"
"obis",-81.64547,24.49488,9.8,"Stegastes variabilis"
"obis",-81.567583,24.50895,11.7,"Stegastes variabilis"
"obis",-80.31977,25.09316,6.3,"Stegastes variabilis"
"obis",-80.4561333,24.9595667,3.7,"Stegastes variabilis"
"obis",-82.91718,24.55933,14.3,"Stegastes variabilis"
"obis",-82.86593,24.71368,11.9,"Stegastes variabilis"
"obis",-82.8833667,24.7152,14.8,"Stegastes variabilis"
"obis",-82.84227,24.65828,5.8,"Stegastes variabilis"
"obis",-82.9689333,24.64285,19.5,"Stegastes variabilis"
"obis",-82.95334,24.54777,20,"Stegastes variabilis"
"obis",-82.9103333,24.5908167,11.3,"Stegastes variabilis"
"obis",-82.90728,24.58768,11.5,"Stegastes variabilis"
"obis",-82.94642,24.57245,15.9,"Stegastes variabilis"
"obis",-82.7925167,24.7247167,14.5,"Stegastes variabilis"
"obis",-83.0309,24.6795,18.5,"Stegastes variabilis"
"obis",-80.0972666,25.66395,6.3,"Stegastes variabilis"
"obis",-82.78997,24.7118,10.7,"Stegastes variabilis"
"obis",-82.926,24.6440833,9.1,"Stegastes variabilis"
"obis",-82.972033,24.60485,13.4,"Stegastes variabilis"
"obis",-82.81263,24.72683,19.7,"Stegastes variabilis"
"obis",-82.800967,24.727667,17.7,"Stegastes variabilis"
"obis",-81.40833,24.54633,7.2,"Stegastes variabilis"
"obis",-82.94773,24.56239,20.3,"Stegastes variabilis"
"obis",-81.7528833,24.4849333,8.2,"Stegastes variabilis"
"obis",-81.68133,24.55417,2.9,"Stegastes variabilis"
"obis",-83.056833,24.637967,14.1,"Stegastes variabilis"
"obis",-83.07705,24.6456833,14.8,"Stegastes variabilis"
"obis",-82.93765,24.6394667,14.5,"Stegastes variabilis"
"obis",-82.857267,24.698083,7.5,"Stegastes variabilis"
"obis",-80.53439,24.97324,3.5,"Stegastes variabilis"
"obis",-83.08345,24.67692,20.3,"Stegastes variabilis"
"obis",-80.1043499,25.56215,4.9,"Stegastes variabilis"
"obis",-81.7146,24.5497334,2.7,"Stegastes variabilis"
"obis",-83.04913,24.70068,21.3,"Stegastes variabilis"
"obis",-83.0240667,24.6520833,16.3,"Stegastes variabilis"
"obis",-80.1150167,25.5359,6.6,"Stegastes variabilis"
"obis",-82.97175,24.6199833,20.1,"Stegastes variabilis"
"obis",-81.594883,24.514033,9.3,"Stegastes variabilis"
"obis",-80.1651166,25.3849667,4.9,"Stegastes variabilis"
"obis",-82.89005,24.6139667,9.1,"Stegastes variabilis"
"obis",-80.4144,24.9875,4.7,"Stegastes variabilis"
"obis",-81.514267,24.523117,7.6,"Stegastes variabilis"
"obis",-82.99029,24.68324,26.5,"Stegastes variabilis"
"obis",-80.5244,24.9052833,20.1,"Stegastes variabilis"
"obis",-82.9684833,24.6141,13.7,"Stegastes variabilis"
"obis",-81.3939667,24.6154333,2.4,"Stegastes variabilis"
"obis",-83.07579,24.67936,19.8,"Stegastes variabilis"
"obis",-81.3154833,24.567,14.3,"Stegastes variabilis"
"obis",-80.14068,25.3706,2.7,"Stegastes variabilis"
"obis",-82.9065667,24.6965833,12.3,"Stegastes variabilis"
"obis",-83.05215,24.6456167,13.6,"Stegastes variabilis"
"obis",-82.9304833,24.6474667,13.3,"Stegastes variabilis"
"obis",-83.09935,24.6195833,24.1,"Stegastes variabilis"
"obis",-83.009583,24.696683,24.6,"Stegastes variabilis"
"obis",-83.06845,24.6842833,20.4,"Stegastes variabilis"
"obis",-82.8668167,24.6583833,9.1,"Stegastes variabilis"
"obis",-80.4689666,24.9483,8.5,"Stegastes variabilis"
"obis",-81.772,24.4828,6.6,"Stegastes variabilis"
"obis",-82.9681833,24.5780333,20.3,"Stegastes variabilis"
"obis",-82.9958667,24.6972,22.3,"Stegastes variabilis"
"obis",-81.63167,24.50167,4.3,"Stegastes variabilis"
"obis",-80.71726,24.77474,23.9,"Stegastes variabilis"
"obis",-83.05986,24.6541,16,"Stegastes variabilis"
"obis",-81.5936,24.54465,3.1,"Stegastes variabilis"
"obis",-80.73527,24.76515,14.9,"Stegastes variabilis"
"obis",-82.77305,24.7049333,20.1,"Stegastes variabilis"
"obis",-82.928183,24.6556,14.6,"Stegastes variabilis"
"obis",-83.05685,24.61247,15.2,"Stegastes variabilis"
"obis",-83.05805,24.67963,17.3,"Stegastes variabilis"
"obis",-82.9811833,24.7,28.7,"Stegastes variabilis"
"obis",-80.4289667,24.9695333,19.2,"Stegastes variabilis"
"obis",-81.71233,24.481,3.5,"Stegastes variabilis"
"obis",-83.0557167,24.6172667,15.8,"Stegastes variabilis"
"obis",-82.9914,24.683933,25.5,"Stegastes variabilis"
"obis",-82.956667,24.605717,14.3,"Stegastes variabilis"
"obis",-82.7945167,24.7077833,7.6,"Stegastes variabilis"
"obis",-83.08655,24.6660833,22,"Stegastes variabilis"
"obis",-81.7062833,24.50585,6.3,"Stegastes variabilis"
"obis",-83.10335,24.6467667,26.8,"Stegastes variabilis"
"obis",-81.7133999,24.4931834,8.2,"Stegastes variabilis"
"obis",-82.874133,24.601667,8.1,"Stegastes variabilis"
"obis",-83.0154167,24.6587333,25,"Stegastes variabilis"
"obis",-82.85458,24.63329,15.2,"Stegastes variabilis"
"obis",-81.1457499,24.6137667,11.7,"Stegastes variabilis"
"obis",-80.2069,25.33355,4,"Stegastes variabilis"
"obis",-82.92727,24.58163,15.7,"Stegastes variabilis"
"obis",-83.07414,24.68317,19.7,"Stegastes variabilis"
"obis",-80.28817,25.1545,5.2,"Stegastes variabilis"
"obis",-82.97055,24.58365,16.2,"Stegastes variabilis"
"obis",-83.0779,24.61877,13.4,"Stegastes variabilis"
"obis",-81.8725667,24.4798333,8.7,"Stegastes variabilis"
"obis",-82.9405333,24.5985667,12.3,"Stegastes variabilis"
"obis",-81.4450667,24.551,6.4,"Stegastes variabilis"
"obis",-82.86463,24.61952,7.5,"Stegastes variabilis"
"obis",-81.51833,24.52317,6.1,"Stegastes variabilis"
"obis",-81.4990333,24.5615,7.2,"Stegastes variabilis"
"obis",-82.8257,24.624283,10.7,"Stegastes variabilis"
"obis",-82.99839,24.69556,19.5,"Stegastes variabilis"
"obis",-82.8611333,24.6680333,10.2,"Stegastes variabilis"
"obis",-83.0394667,24.6138833,21.3,"Stegastes variabilis"
"obis",-67.978,10.508,3.5,"Stegastes variabilis"
"obis",-82.9266333,24.6842167,18.7,"Stegastes variabilis"
"obis",-81.5563833,24.5130667,11.3,"Stegastes variabilis"
"obis",-83.10353,24.64664,27.4,"Stegastes variabilis"
"obis",-82.9072667,24.6865167,10.5,"Stegastes variabilis"
"obis",-82.9653,24.64187,23.2,"Stegastes variabilis"
"obis",-83.102383,24.6248,27.8,"Stegastes variabilis"
"obis",-83.03575,24.70988,26.7,"Stegastes variabilis"
"obis",-82.8139,24.7248667,16.9,"Stegastes variabilis"
"obis",-82.93577,24.57995,17,"Stegastes variabilis"
"obis",-82.95345,24.56498,20.6,"Stegastes variabilis"
"obis",-82.9378667,24.6602167,23.5,"Stegastes variabilis"
"obis",-82.94365,24.6584833,21.3,"Stegastes variabilis"
"obis",-80.22077,25.20952,2.6,"Stegastes variabilis"
"obis",-81.66259,24.49249,3.7,"Stegastes variabilis"
"obis",-80.22525,25.1965333,8.7,"Stegastes variabilis"
"obis",-83.0536333,24.6369833,14,"Stegastes variabilis"
"obis",-83.0240833,24.66075,21.3,"Stegastes variabilis"
"obis",-81.0111333,24.66345,4.4,"Stegastes variabilis"
"obis",-81.6751,24.48805,4.6,"Stegastes variabilis"
"obis",-81.8775,24.45433,7.2,"Stegastes variabilis"
"obis",-80.09966,25.57466,7.5,"Stegastes variabilis"
"obis",-82.77555,24.68187,12.2,"Stegastes variabilis"
"obis",-80.2830832,25.1211667,9,"Stegastes variabilis"
"obis",-82.9035833,24.6326333,9.1,"Stegastes variabilis"
"obis",-82.8358667,24.6897333,8.7,"Stegastes variabilis"
"obis",-80.41765,24.9839667,4.6,"Stegastes variabilis"
"obis",-82.9638,24.57355,19.8,"Stegastes variabilis"
"obis",-82.90202,24.59658,4.6,"Stegastes variabilis"
"obis",-80.1765666,25.4441,2.7,"Stegastes variabilis"
"obis",-81.6543333,24.4967667,7.9,"Stegastes variabilis"
"obis",-82.947683,24.54515,17.5,"Stegastes variabilis"
"obis",-81.5558667,24.5131333,11.7,"Stegastes variabilis"
"obis",-81.40185,24.54652,7.6,"Stegastes variabilis"
"obis",-81.91889,24.4552,9,"Stegastes variabilis"
"obis",-83.0838,24.64935,16.9,"Stegastes variabilis"
"obis",-81.664,24.49133,4.4,"Stegastes variabilis"
"obis",-80.1874833,25.3153833,6.1,"Stegastes variabilis"
"obis",-82.8515167,24.6383167,16.8,"Stegastes variabilis"
"obis",-80.484067,24.935167,9.5,"Stegastes variabilis"
"obis",-81.96505,24.4433833,13.9,"Stegastes variabilis"
"obis",-82.7739833,24.7073833,18.3,"Stegastes variabilis"
"obis",-80.97349,24.6699,6.2,"Stegastes variabilis"
"obis",-79.8321861111111,15.8342114,3.3,"Stegastes variabilis"
"obis",-81.7711666,24.4827,7,"Stegastes variabilis"
"obis",-80.62243,24.84967,3,"Stegastes variabilis"
"obis",-83.04327,24.65801,18,"Stegastes variabilis"
"obis",-67.93692,18.0717,18,"Stegastes variabilis"
"obis",-82.914617,24.571383,11.3,"Stegastes variabilis"
"obis",-80.1075666,25.4969334,8.1,"Stegastes variabilis"
"obis",-80.3291166,25.0545667,18,"Stegastes variabilis"
"obis",-82.931933,24.664633,19.7,"Stegastes variabilis"
"obis",-82.9178,24.673783,11.4,"Stegastes variabilis"
"obis",-82.8942167,24.6841667,4.6,"Stegastes variabilis"
"obis",-82.78625,24.6930333,5.3,"Stegastes variabilis"
"obis",-80.47247,24.93849,16.2,"Stegastes variabilis"
"obis",-81.7433833,24.4757333,7.3,"Stegastes variabilis"
"obis",-81.664,24.49133,5.2,"Stegastes variabilis"
"obis",-82.8729,24.7022,13.6,"Stegastes variabilis"
"obis",-82.83875,24.719033,11.1,"Stegastes variabilis"
"obis",-80.2510667,25.2601,2.9,"Stegastes variabilis"
"obis",-80.24345,25.29507,3.9,"Stegastes variabilis"
"obis",-83.0405333,24.6398333,14.3,"Stegastes variabilis"
"obis",-82.91179,24.58276,10.7,"Stegastes variabilis"
"obis",-80.268633,25.1501,11.4,"Stegastes variabilis"
"obis",-82.9493167,24.6564833,26.1,"Stegastes variabilis"
"obis",-81.37639,24.55054,16.6,"Stegastes variabilis"
"obis",-82.946,24.5989167,14.9,"Stegastes variabilis"
"obis",-82.8480667,24.72265,18.1,"Stegastes variabilis"
"obis",-83.01512,24.69883,28.4,"Stegastes variabilis"
"obis",-82.8801,24.6905667,9.9,"Stegastes variabilis"
"obis",-83.01801,24.67824,16.5,"Stegastes variabilis"
"obis",-82.98473,24.60143,16.2,"Stegastes variabilis"
"obis",-82.8121333,24.6580167,7.3,"Stegastes variabilis"
"obis",-80.270517,25.238133,4.1,"Stegastes variabilis"
"obis",-80.09017,25.60501,23.2,"Stegastes variabilis"
"obis",-80.2090666,25.2427833,7.6,"Stegastes variabilis"
"obis",-82.80385,24.6816667,4.4,"Stegastes variabilis"
"obis",-82.9721167,24.5833833,15.7,"Stegastes variabilis"
"obis",-82.96887,24.6309,23,"Stegastes variabilis"
"obis",-82.80449,24.72842,17.7,"Stegastes variabilis"
"obis",-82.8928,24.6638167,5.9,"Stegastes variabilis"
"obis",-81.08835,24.6333,4.1,"Stegastes variabilis"
"obis",-83.0128333,24.6446,29.3,"Stegastes variabilis"
"obis",-80.81014,24.73582,5.6,"Stegastes variabilis"
"obis",-82.9025,24.61122,11,"Stegastes variabilis"
"obis",-82.87689,24.63124,3.6,"Stegastes variabilis"
"obis",-83.03093,24.67968,20.9,"Stegastes variabilis"
"obis",-64.8675,18.29467,20,"Stegastes variabilis"
"obis",-80.61433,24.90331,4.3,"Stegastes variabilis"
"obis",-83.05167,24.67995,22.6,"Stegastes variabilis"
"obis",-82.872,24.6069,15.4,"Stegastes variabilis"
"obis",-81.10371,24.62506,15.7,"Stegastes variabilis"
"obis",-81.0380333,24.6975667,4.1,"Stegastes variabilis"
"obis",-82.92435,24.6379833,6.1,"Stegastes variabilis"
"obis",-82.8435667,24.6835,10.4,"Stegastes variabilis"
"obis",-82.79655,24.7305,20.1,"Stegastes variabilis"
"obis",-83.07765,24.68069,20.6,"Stegastes variabilis"
"obis",-82.8755833,24.6017167,4,"Stegastes variabilis"
"obis",-82.8634167,24.7095,10.8,"Stegastes variabilis"
"obis",-82.88645,24.6249667,8.1,"Stegastes variabilis"
"obis",-80.25883,25.14483,5.2,"Stegastes variabilis"
"obis",-82.981133,24.677983,29.4,"Stegastes variabilis"
"obis",-82.79637,24.71828,12.2,"Stegastes variabilis"
"obis",-82.97283,24.61905,19.5,"Stegastes variabilis"
"obis",-81.14919,24.60755,23,"Stegastes variabilis"
"obis",-82.9023,24.61355,10.2,"Stegastes variabilis"
"obis",-82.77027,24.69093,20.9,"Stegastes variabilis"
"obis",-83.070167,24.685617,21.8,"Stegastes variabilis"
"obis",-81.8460667,24.4594833,7.3,"Stegastes variabilis"
"obis",-83.023733,24.69885,24,"Stegastes variabilis"
"obis",-82.89927,24.62664,8.4,"Stegastes variabilis"
"obis",-82.9976667,24.7042833,20.6,"Stegastes variabilis"
"obis",-80.462117,24.9475,9.3,"Stegastes variabilis"
"obis",-83.0146833,24.6369,29.3,"Stegastes variabilis"
"obis",-80.1798,25.33588,3,"Stegastes variabilis"
"obis",-80.4805332,24.9335167,18.4,"Stegastes variabilis"
"obis",-80.3355499,25.0453333,23.9,"Stegastes variabilis"
"obis",-82.9197167,24.5587833,15.9,"Stegastes variabilis"
"obis",-82.8123167,24.6526167,4.1,"Stegastes variabilis"
"obis",-82.9255333,24.5586333,13.7,"Stegastes variabilis"
"obis",-80.6818,24.8115667,9,"Stegastes variabilis"
"obis",-81.7785166,24.4683333,13.3,"Stegastes variabilis"
"obis",-83.01801,24.67824,23.2,"Stegastes variabilis"
"obis",-82.94295,24.63955,13.4,"Stegastes variabilis"
"obis",-83.0787667,24.6167167,15.9,"Stegastes variabilis"
"obis",-80.1386332,25.3739333,7.2,"Stegastes variabilis"
"obis",-81.6484167,24.49785,3.7,"Stegastes variabilis"
"obis",-80.1340667,25.4656667,6.3,"Stegastes variabilis"
"obis",-80.7713167,24.7559333,7.6,"Stegastes variabilis"
"obis",-83.0487,24.6960333,21,"Stegastes variabilis"
"obis",-82.88605,24.6907,11.5,"Stegastes variabilis"
